id,unique_column_id,file_number,purpose,rsc,applicant_name,state,city,frequency,lat,lon,area_op,receipt_date,call_sign,report_number,d_o_r
4461,"0010794523-MD-CF-Rhino Communications, Inc. Seminole-OK--11405.00000-35-18-28.3 N-096-45-19.1 W-None-2023-11-28-WQUF457-18211-2023-12-06-",0010794523,MD,CF,"Rhino Communications, Inc. Seminole",OK,NULL,11405.00000,"35-18-28.3 N","096-45-19.1 W",NULL,2023-11-28,WQUF457,18211,2023-12-06
4462,"0010794557-MD-CF-Cellco Partnership Hodgen-OK--06019.32500-34-47-59.9 N-094-38-52.5 W-None-2023-11-28-WQQC385-18211-2023-12-06-",0010794557,MD,CF,"Cellco Partnership Hodgen",OK,NULL,06019.32500,"34-47-59.9 N","094-38-52.5 W",NULL,2023-11-28,WQQC385,18211,2023-12-06
4463,"0010794557-MD-CF-Cellco Partnership Hodgen-OK--06078.62500-34-47-59.9 N-094-38-52.5 W-None-2023-11-28-WQQC385-18211-2023-12-06-",0010794557,MD,CF,"Cellco Partnership Hodgen",OK,NULL,06078.62500,"34-47-59.9 N","094-38-52.5 W",NULL,2023-11-28,WQQC385,18211,2023-12-06
4464,"0010794616-MD-CF-Cellco Partnership Heavener-OK--06271.36500-34-53-44.1 N-094-34-39.1 W-None-2023-11-28-WQQC383-18211-2023-12-06-",0010794616,MD,CF,"Cellco Partnership Heavener",OK,NULL,06271.36500,"34-53-44.1 N","094-34-39.1 W",NULL,2023-11-28,WQQC383,18211,2023-12-06
4465,"0010794616-MD-CF-Cellco Partnership Heavener-OK--06330.66500-34-53-44.1 N-094-34-39.1 W-None-2023-11-28-WQQC383-18211-2023-12-06-",0010794616,MD,CF,"Cellco Partnership Heavener",OK,NULL,06330.66500,"34-53-44.1 N","094-34-39.1 W",NULL,2023-11-28,WQQC383,18211,2023-12-06
4466,"0010794788-MD-CF-Cellco Partnership Spring Creek-NV--10875.00000-40-44-15.5 N-115-34-28.7 W-None-2023-11-28-WQRE232-18211-2023-12-06-",0010794788,MD,CF,"Cellco Partnership Spring Creek",NV,NULL,10875.00000,"40-44-15.5 N","115-34-28.7 W",NULL,2023-11-28,WQRE232,18211,2023-12-06
4467,"0010794788-MD-CF-Cellco Partnership Spring Creek-NV--10955.00000-40-44-15.5 N-115-34-28.7 W-None-2023-11-28-WQRE232-18211-2023-12-06-",0010794788,MD,CF,"Cellco Partnership Spring Creek",NV,NULL,10955.00000,"40-44-15.5 N","115-34-28.7 W",NULL,2023-11-28,WQRE232,18211,2023-12-06
4468,"0010794820-MD-CF-Cellco Partnership ELKO-NV--11365.00000-40-48-47.4 N-115-41-59.1 W-None-2023-11-28-WQRG837-18211-2023-12-06-",0010794820,MD,CF,"Cellco Partnership ELKO",NV,NULL,11365.00000,"40-48-47.4 N","115-41-59.1 W",NULL,2023-11-28,WQRG837,18211,2023-12-06
4469,"0010794820-MD-CF-Cellco Partnership ELKO-NV--11445.00000-40-48-47.4 N-115-41-59.1 W-None-2023-11-28-WQRG837-18211-2023-12-06-",0010794820,MD,CF,"Cellco Partnership ELKO",NV,NULL,11445.00000,"40-48-47.4 N","115-41-59.1 W",NULL,2023-11-28,WQRG837,18211,2023-12-06
4470,"0010795474-MD-CF-T-MOBILE LICENSE LLC MIDDLESBORO-KY--11385.00000-36-37-06.5 N-083-51-06.3 W-None-2023-11-28-WQZU674-18211-2023-12-06-",0010795474,MD,CF,"T-MOBILE LICENSE LLC MIDDLESBORO",KY,NULL,11385.00000,"36-37-06.5 N","083-51-06.3 W",NULL,2023-11-28,WQZU674,18211,2023-12-06
4471,"0010795476-MD-CF-T-MOBILE LICENSE LLC Williamsburg-KY--10895.00000-36-45-25.0 N-084-02-16.2 W-None-2023-11-28-WQZU670-18211-2023-12-06-",0010795476,MD,CF,"T-MOBILE LICENSE LLC Williamsburg",KY,NULL,10895.00000,"36-45-25.0 N","084-02-16.2 W",NULL,2023-11-28,WQZU670,18211,2023-12-06
4472,"0010795481-MD-CF-T-MOBILE LICENSE LLC Wausau-WI--10775.00000-45-01-58.5 N-089-27-33.5 W-None-2023-11-28-WRNU421-18211-2023-12-06-",0010795481,MD,CF,"T-MOBILE LICENSE LLC Wausau",WI,NULL,10775.00000,"45-01-58.5 N","089-27-33.5 W",NULL,2023-11-28,WRNU421,18211,2023-12-06
4473,"0010795481-MD-CF-T-MOBILE LICENSE LLC Wausau-WI--10835.00000-45-01-58.5 N-089-27-33.5 W-None-2023-11-28-WRNU421-18211-2023-12-06-",0010795481,MD,CF,"T-MOBILE LICENSE LLC Wausau",WI,NULL,10835.00000,"45-01-58.5 N","089-27-33.5 W",NULL,2023-11-28,WRNU421,18211,2023-12-06
4474,"0010795481-MD-CF-T-MOBILE LICENSE LLC Wausau-WI--10915.00000-45-01-58.5 N-089-27-33.5 W-None-2023-11-28-WRNU421-18211-2023-12-06-",0010795481,MD,CF,"T-MOBILE LICENSE LLC Wausau",WI,NULL,10915.00000,"45-01-58.5 N","089-27-33.5 W",NULL,2023-11-28,WRNU421,18211,2023-12-06
4475,"0010795484-MD-CF-T-MOBILE LICENSE LLC Vail-CO--06330.66500-39-36-57.6 N-106-26-58.0 W-None-2023-11-28-WQRE439-18211-2023-12-06-",0010795484,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,06330.66500,"39-36-57.6 N","106-26-58.0 W",NULL,2023-11-28,WQRE439,18211,2023-12-06
4476,"0010795484-MD-CF-T-MOBILE LICENSE LLC Vail-CO--06389.96500-39-36-57.6 N-106-26-58.0 W-None-2023-11-28-WQRE439-18211-2023-12-06-",0010795484,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,06389.96500,"39-36-57.6 N","106-26-58.0 W",NULL,2023-11-28,WQRE439,18211,2023-12-06
4477,"0010795484-MD-CF-T-MOBILE LICENSE LLC Vail-CO--11585.00000-39-36-57.6 N-106-26-58.0 W-None-2023-11-28-WQRE439-18211-2023-12-06-",0010795484,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,11585.00000,"39-36-57.6 N","106-26-58.0 W",NULL,2023-11-28,WQRE439,18211,2023-12-06
4478,"0010795488-MD-CF-T-MOBILE LICENSE LLC ST GERMAIN-WI--10755.00000-45-55-03.3 N-089-28-46.4 W-None-2023-11-28-WRCQ288-18211-2023-12-06-",0010795488,MD,CF,"T-MOBILE LICENSE LLC ST GERMAIN",WI,NULL,10755.00000,"45-55-03.3 N","089-28-46.4 W",NULL,2023-11-28,WRCQ288,18211,2023-12-06
4479,"0010795488-MD-CF-T-MOBILE LICENSE LLC ST GERMAIN-WI--10855.00000-45-55-03.3 N-089-28-46.4 W-None-2023-11-28-WRCQ288-18211-2023-12-06-",0010795488,MD,CF,"T-MOBILE LICENSE LLC ST GERMAIN",WI,NULL,10855.00000,"45-55-03.3 N","089-28-46.4 W",NULL,2023-11-28,WRCQ288,18211,2023-12-06
4480,"0010795488-MD-CF-T-MOBILE LICENSE LLC ST GERMAIN-WI--10975.00000-45-55-03.3 N-089-28-46.4 W-None-2023-11-28-WRCQ288-18211-2023-12-06-",0010795488,MD,CF,"T-MOBILE LICENSE LLC ST GERMAIN",WI,NULL,10975.00000,"45-55-03.3 N","089-28-46.4 W",NULL,2023-11-28,WRCQ288,18211,2023-12-06
4481,"0010795489-MD-CF-T-MOBILE LICENSE LLC Vail-CO--06078.62500-39-38-45.7 N-106-22-49.9 W-None-2023-11-28-WRBU862-18211-2023-12-06-",0010795489,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,06078.62500,"39-38-45.7 N","106-22-49.9 W",NULL,2023-11-28,WRBU862,18211,2023-12-06
4482,"0010795489-MD-CF-T-MOBILE LICENSE LLC Vail-CO--06137.92500-39-38-45.7 N-106-22-49.9 W-None-2023-11-28-WRBU862-18211-2023-12-06-",0010795489,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,06137.92500,"39-38-45.7 N","106-22-49.9 W",NULL,2023-11-28,WRBU862,18211,2023-12-06
4483,"0010795489-MD-CF-T-MOBILE LICENSE LLC Vail-CO--11095.00000-39-38-45.7 N-106-22-49.9 W-None-2023-11-28-WRBU862-18211-2023-12-06-",0010795489,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,11095.00000,"39-38-45.7 N","106-22-49.9 W",NULL,2023-11-28,WRBU862,18211,2023-12-06
4484,"0010795489-MD-CF-T-MOBILE LICENSE LLC Vail-CO--23025.00000-39-38-45.7 N-106-22-49.9 W-None-2023-11-28-WRBU862-18211-2023-12-06-",0010795489,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,23025.00000,"39-38-45.7 N","106-22-49.9 W",NULL,2023-11-28,WRBU862,18211,2023-12-06
4485,"0010795489-MD-CF-T-MOBILE LICENSE LLC Vail-CO--23075.00000-39-38-45.7 N-106-22-49.9 W-None-2023-11-28-WRBU862-18211-2023-12-06-",0010795489,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,23075.00000,"39-38-45.7 N","106-22-49.9 W",NULL,2023-11-28,WRBU862,18211,2023-12-06
4486,"0010795489-MD-CF-T-MOBILE LICENSE LLC Vail-CO--23175.00000-39-38-45.7 N-106-22-49.9 W-None-2023-11-28-WRBU862-18211-2023-12-06-",0010795489,MD,CF,"T-MOBILE LICENSE LLC Vail",CO,NULL,23175.00000,"39-38-45.7 N","106-22-49.9 W",NULL,2023-11-28,WRBU862,18211,2023-12-06
4487,"0010795491-MD-CF-T-MOBILE LICENSE LLC Rudyard-MI--06226.89000-46-05-51.1 N-084-39-25.5 W-None-2023-11-28-WRFF956-18211-2023-12-06-",0010795491,MD,CF,"T-MOBILE LICENSE LLC Rudyard",MI,NULL,06226.89000,"46-05-51.1 N","084-39-25.5 W",NULL,2023-11-28,WRFF956,18211,2023-12-06
4488,"0010795491-MD-CF-T-MOBILE LICENSE LLC Rudyard-MI--06286.19000-46-05-51.1 N-084-39-25.5 W-None-2023-11-28-WRFF956-18211-2023-12-06-",0010795491,MD,CF,"T-MOBILE LICENSE LLC Rudyard",MI,NULL,06286.19000,"46-05-51.1 N","084-39-25.5 W",NULL,2023-11-28,WRFF956,18211,2023-12-06
4489,"0010795491-MD-CF-T-MOBILE LICENSE LLC Rudyard-MI--11245.00000-46-05-51.1 N-084-39-25.5 W-None-2023-11-28-WRFF956-18211-2023-12-06-",0010795491,MD,CF,"T-MOBILE LICENSE LLC Rudyard",MI,NULL,11245.00000,"46-05-51.1 N","084-39-25.5 W",NULL,2023-11-28,WRFF956,18211,2023-12-06
4490,"0010795491-MD-CF-T-MOBILE LICENSE LLC Rudyard-MI--11405.00000-46-05-51.1 N-084-39-25.5 W-None-2023-11-28-WRFF956-18211-2023-12-06-",0010795491,MD,CF,"T-MOBILE LICENSE LLC Rudyard",MI,NULL,11405.00000,"46-05-51.1 N","084-39-25.5 W",NULL,2023-11-28,WRFF956,18211,2023-12-06
4491,"0010795493-MD-CF-T-MOBILE LICENSE LLC Sandusky-MI--11155.00000-43-24-35.4 N-082-51-02.5 W-None-2023-11-28-WQXJ502-18211-2023-12-06-",0010795493,MD,CF,"T-MOBILE LICENSE LLC Sandusky",MI,NULL,11155.00000,"43-24-35.4 N","082-51-02.5 W",NULL,2023-11-28,WQXJ502,18211,2023-12-06
4492,"0010795493-MD-CF-T-MOBILE LICENSE LLC Sandusky-MI--11345.00000-43-24-35.4 N-082-51-02.5 W-None-2023-11-28-WQXJ502-18211-2023-12-06-",0010795493,MD,CF,"T-MOBILE LICENSE LLC Sandusky",MI,NULL,11345.00000,"43-24-35.4 N","082-51-02.5 W",NULL,2023-11-28,WQXJ502,18211,2023-12-06
4493,"0010795497-MD-CF-T-MOBILE LICENSE LLC Marlette Township-MI--10855.00000-43-17-13.3 N-083-04-53.2 W-None-2023-11-28-WQXJ501-18211-2023-12-06-",0010795497,MD,CF,"T-MOBILE LICENSE LLC Marlette Township",MI,NULL,10855.00000,"43-17-13.3 N","083-04-53.2 W",NULL,2023-11-28,WQXJ501,18211,2023-12-06
4494,"0010795497-MD-CF-T-MOBILE LICENSE LLC Marlette Township-MI--11645.00000-43-17-13.3 N-083-04-53.2 W-None-2023-11-28-WQXJ501-18211-2023-12-06-",0010795497,MD,CF,"T-MOBILE LICENSE LLC Marlette Township",MI,NULL,11645.00000,"43-17-13.3 N","083-04-53.2 W",NULL,2023-11-28,WQXJ501,18211,2023-12-06
4495,"0010795501-MD-CF-T-MOBILE LICENSE LLC Tillar-AR--06197.24000-33-44-00.8 N-091-27-21.3 W-None-2023-11-28-WROL892-18211-2023-12-06-",0010795501,MD,CF,"T-MOBILE LICENSE LLC Tillar",AR,NULL,06197.24000,"33-44-00.8 N","091-27-21.3 W",NULL,2023-11-28,WROL892,18211,2023-12-06
4496,"0010795501-MD-CF-T-MOBILE LICENSE LLC Tillar-AR--06330.66500-33-44-00.8 N-091-27-21.3 W-None-2023-11-28-WROL892-18211-2023-12-06-",0010795501,MD,CF,"T-MOBILE LICENSE LLC Tillar",AR,NULL,06330.66500,"33-44-00.8 N","091-27-21.3 W",NULL,2023-11-28,WROL892,18211,2023-12-06
4497,"0010795501-MD-CF-T-MOBILE LICENSE LLC Tillar-AR--06389.96500-33-44-00.8 N-091-27-21.3 W-None-2023-11-28-WROL892-18211-2023-12-06-",0010795501,MD,CF,"T-MOBILE LICENSE LLC Tillar",AR,NULL,06389.96500,"33-44-00.8 N","091-27-21.3 W",NULL,2023-11-28,WROL892,18211,2023-12-06
4498,"0010795501-MD-CF-T-MOBILE LICENSE LLC Tillar-AR--11015.00000-33-44-00.8 N-091-27-21.3 W-None-2023-11-28-WROL892-18211-2023-12-06-",0010795501,MD,CF,"T-MOBILE LICENSE LLC Tillar",AR,NULL,11015.00000,"33-44-00.8 N","091-27-21.3 W",NULL,2023-11-28,WROL892,18211,2023-12-06
4499,"0010795514-MD-CF-Comelec Services, Inc. Dubuque-IA--11245.00000-42-31-59.9 N-090-39-17.5 W-None-2023-11-28-WQPE337-18211-2023-12-06-",0010795514,MD,CF,"Comelec Services, Inc. Dubuque",IA,NULL,11245.00000,"42-31-59.9 N","090-39-17.5 W",NULL,2023-11-28,WQPE337,18211,2023-12-06
4500,"0010795514-MD-CF-Comelec Services, Inc. Dubuque-IA--11325.00000-42-31-59.9 N-090-39-17.5 W-None-2023-11-28-WQPE337-18211-2023-12-06-",0010795514,MD,CF,"Comelec Services, Inc. Dubuque",IA,NULL,11325.00000,"42-31-59.9 N","090-39-17.5 W",NULL,2023-11-28,WQPE337,18211,2023-12-06
4501,"0010795561-MD-CF-T-MOBILE LICENSE LLC Tecumseh-OK--11385.00000-35-15-28.8 N-096-58-42.9 W-None-2023-11-28-WQVR622-18211-2023-12-06-",0010795561,MD,CF,"T-MOBILE LICENSE LLC Tecumseh",OK,NULL,11385.00000,"35-15-28.8 N","096-58-42.9 W",NULL,2023-11-28,WQVR622,18211,2023-12-06
4502,"0010795562-MD-CF-T-MOBILE LICENSE LLC Wellington-KS--10935.00000-37-19-43.4 N-097-19-47.6 W-None-2023-11-28-WQWF492-18211-2023-12-06-",0010795562,MD,CF,"T-MOBILE LICENSE LLC Wellington",KS,NULL,10935.00000,"37-19-43.4 N","097-19-47.6 W",NULL,2023-11-28,WQWF492,18211,2023-12-06
4503,"0010795564-MD-CF-T-MOBILE LICENSE LLC Shawnee-OK--10775.00000-35-22-24.2 N-096-59-04.1 W-None-2023-11-28-WQVX810-18211-2023-12-06-",0010795564,MD,CF,"T-MOBILE LICENSE LLC Shawnee",OK,NULL,10775.00000,"35-22-24.2 N","096-59-04.1 W",NULL,2023-11-28,WQVX810,18211,2023-12-06
4504,"0010795564-MD-CF-T-MOBILE LICENSE LLC Shawnee-OK--10815.00000-35-22-24.2 N-096-59-04.1 W-None-2023-11-28-WQVX810-18211-2023-12-06-",0010795564,MD,CF,"T-MOBILE LICENSE LLC Shawnee",OK,NULL,10815.00000,"35-22-24.2 N","096-59-04.1 W",NULL,2023-11-28,WQVX810,18211,2023-12-06
4505,"0010795564-MD-CF-T-MOBILE LICENSE LLC Shawnee-OK--10855.00000-35-22-24.2 N-096-59-04.1 W-None-2023-11-28-WQVX810-18211-2023-12-06-",0010795564,MD,CF,"T-MOBILE LICENSE LLC Shawnee",OK,NULL,10855.00000,"35-22-24.2 N","096-59-04.1 W",NULL,2023-11-28,WQVX810,18211,2023-12-06
4506,"0010795564-MD-CF-T-MOBILE LICENSE LLC Shawnee-OK--10895.00000-35-22-24.2 N-096-59-04.1 W-None-2023-11-28-WQVX810-18211-2023-12-06-",0010795564,MD,CF,"T-MOBILE LICENSE LLC Shawnee",OK,NULL,10895.00000,"35-22-24.2 N","096-59-04.1 W",NULL,2023-11-28,WQVX810,18211,2023-12-06
4507,"0010795566-MD-CF-T-MOBILE LICENSE LLC Cleveland-OK--10935.00000-36-12-32.1 N-096-17-10.1 W-None-2023-11-28-WQWA354-18211-2023-12-06-",0010795566,MD,CF,"T-MOBILE LICENSE LLC Cleveland",OK,NULL,10935.00000,"36-12-32.1 N","096-17-10.1 W",NULL,2023-11-28,WQWA354,18211,2023-12-06
4508,"0010795566-MD-CF-T-MOBILE LICENSE LLC Cleveland-OK--10995.00000-36-12-32.1 N-096-17-10.1 W-None-2023-11-28-WQWA354-18211-2023-12-06-",0010795566,MD,CF,"T-MOBILE LICENSE LLC Cleveland",OK,NULL,10995.00000,"36-12-32.1 N","096-17-10.1 W",NULL,2023-11-28,WQWA354,18211,2023-12-06
4509,"0010795566-MD-CF-T-MOBILE LICENSE LLC Cleveland-OK--11075.00000-36-12-32.1 N-096-17-10.1 W-None-2023-11-28-WQWA354-18211-2023-12-06-",0010795566,MD,CF,"T-MOBILE LICENSE LLC Cleveland",OK,NULL,11075.00000,"36-12-32.1 N","096-17-10.1 W",NULL,2023-11-28,WQWA354,18211,2023-12-06
4510,"0010795567-MD-CF-T-MOBILE LICENSE LLC CLEVELAND-OK--11305.00000-36-15-47.0 N-096-26-31.0 W-None-2023-11-28-WQWA353-18211-2023-12-06-",0010795567,MD,CF,"T-MOBILE LICENSE LLC CLEVELAND",OK,NULL,11305.00000,"36-15-47.0 N","096-26-31.0 W",NULL,2023-11-28,WQWA353,18211,2023-12-06
4511,"0010795567-MD-CF-T-MOBILE LICENSE LLC CLEVELAND-OK--11325.00000-36-15-47.0 N-096-26-31.0 W-None-2023-11-28-WQWA353-18211-2023-12-06-",0010795567,MD,CF,"T-MOBILE LICENSE LLC CLEVELAND",OK,NULL,11325.00000,"36-15-47.0 N","096-26-31.0 W",NULL,2023-11-28,WQWA353,18211,2023-12-06
4512,"0010795567-MD-CF-T-MOBILE LICENSE LLC CLEVELAND-OK--11425.00000-36-15-47.0 N-096-26-31.0 W-None-2023-11-28-WQWA353-18211-2023-12-06-",0010795567,MD,CF,"T-MOBILE LICENSE LLC CLEVELAND",OK,NULL,11425.00000,"36-15-47.0 N","096-26-31.0 W",NULL,2023-11-28,WQWA353,18211,2023-12-06
4513,"0010795567-MD-CF-T-MOBILE LICENSE LLC CLEVELAND-OK--11485.00000-36-15-47.0 N-096-26-31.0 W-None-2023-11-28-WQWA353-18211-2023-12-06-",0010795567,MD,CF,"T-MOBILE LICENSE LLC CLEVELAND",OK,NULL,11485.00000,"36-15-47.0 N","096-26-31.0 W",NULL,2023-11-28,WQWA353,18211,2023-12-06
4514,"0010795567-MD-CF-T-MOBILE LICENSE LLC CLEVELAND-OK--11565.00000-36-15-47.0 N-096-26-31.0 W-None-2023-11-28-WQWA353-18211-2023-12-06-",0010795567,MD,CF,"T-MOBILE LICENSE LLC CLEVELAND",OK,NULL,11565.00000,"36-15-47.0 N","096-26-31.0 W",NULL,2023-11-28,WQWA353,18211,2023-12-06
4515,"0010795568-MD-CF-T-MOBILE LICENSE LLC JENNINGS-OK--10815.00000-36-12-46.0 N-096-35-16.0 W-None-2023-11-28-WQWA352-18211-2023-12-06-",0010795568,MD,CF,"T-MOBILE LICENSE LLC JENNINGS",OK,NULL,10815.00000,"36-12-46.0 N","096-35-16.0 W",NULL,2023-11-28,WQWA352,18211,2023-12-06
4516,"0010795568-MD-CF-T-MOBILE LICENSE LLC JENNINGS-OK--10835.00000-36-12-46.0 N-096-35-16.0 W-None-2023-11-28-WQWA352-18211-2023-12-06-",0010795568,MD,CF,"T-MOBILE LICENSE LLC JENNINGS",OK,NULL,10835.00000,"36-12-46.0 N","096-35-16.0 W",NULL,2023-11-28,WQWA352,18211,2023-12-06
4517,"0010795569-MD-CF-T-MOBILE LICENSE LLC BETHEL ACRES-OK--11305.00000-35-15-55.5 N-097-03-06.4 W-None-2023-11-28-WQVQ433-18211-2023-12-06-",0010795569,MD,CF,"T-MOBILE LICENSE LLC BETHEL ACRES",OK,NULL,11305.00000,"35-15-55.5 N","097-03-06.4 W",NULL,2023-11-28,WQVQ433,18211,2023-12-06
4518,"0010796680-MD-CF-NE COLORADO CELLULAR, INC. Riverdale-NE--06256.54000-40-51-40.5 N-099-05-15.2 W-None-2023-11-29-WQVP512-18211-2023-12-06-",0010796680,MD,CF,"NE COLORADO CELLULAR, INC. Riverdale",NE,NULL,06256.54000,"40-51-40.5 N","099-05-15.2 W",NULL,2023-11-29,WQVP512,18211,2023-12-06
4519,"0010796680-MD-CF-NE COLORADO CELLULAR, INC. Riverdale-NE--06555.00000-40-51-40.5 N-099-05-15.2 W-None-2023-11-29-WQVP512-18211-2023-12-06-",0010796680,MD,CF,"NE COLORADO CELLULAR, INC. Riverdale",NE,NULL,06555.00000,"40-51-40.5 N","099-05-15.2 W",NULL,2023-11-29,WQVP512,18211,2023-12-06
4520,"0010796693-MD-CF-DISH Wireless L.L.C. Chicago-IL--11305.00000-41-59-03.4 N-087-45-59.8 W-None-2023-11-29-WRXL787-18211-2023-12-06-",0010796693,MD,CF,"DISH Wireless L.L.C. Chicago",IL,NULL,11305.00000,"41-59-03.4 N","087-45-59.8 W",NULL,2023-11-29,WRXL787,18211,2023-12-06
4521,"0010796693-MD-CF-DISH Wireless L.L.C. Chicago-IL--19575.00000-41-59-03.4 N-087-45-59.8 W-None-2023-11-29-WRXL787-18211-2023-12-06-",0010796693,MD,CF,"DISH Wireless L.L.C. Chicago",IL,NULL,19575.00000,"41-59-03.4 N","087-45-59.8 W",NULL,2023-11-29,WRXL787,18211,2023-12-06
4522,"0010796693-MD-CF-DISH Wireless L.L.C. Chicago-IL--19675.00000-41-59-03.4 N-087-45-59.8 W-None-2023-11-29-WRXL787-18211-2023-12-06-",0010796693,MD,CF,"DISH Wireless L.L.C. Chicago",IL,NULL,19675.00000,"41-59-03.4 N","087-45-59.8 W",NULL,2023-11-29,WRXL787,18211,2023-12-06
4523,"0010796876-MD-CF-New Cingular Wireless PCS, LLC Peterstown-VA--10795.00000-37-22-43.8 N-080-45-00.8 W-None-2023-11-29-WQRN920-18211-2023-12-06-",0010796876,MD,CF,"New Cingular Wireless PCS, LLC Peterstown",VA,NULL,10795.00000,"37-22-43.8 N","080-45-00.8 W",NULL,2023-11-29,WQRN920,18211,2023-12-06
4524,"0010796876-MD-CF-New Cingular Wireless PCS, LLC Peterstown-VA--10835.00000-37-22-43.8 N-080-45-00.8 W-None-2023-11-29-WQRN920-18211-2023-12-06-",0010796876,MD,CF,"New Cingular Wireless PCS, LLC Peterstown",VA,NULL,10835.00000,"37-22-43.8 N","080-45-00.8 W",NULL,2023-11-29,WQRN920,18211,2023-12-06
4525,"0010796876-MD-CF-New Cingular Wireless PCS, LLC Peterstown-VA--10875.00000-37-22-43.8 N-080-45-00.8 W-None-2023-11-29-WQRN920-18211-2023-12-06-",0010796876,MD,CF,"New Cingular Wireless PCS, LLC Peterstown",VA,NULL,10875.00000,"37-22-43.8 N","080-45-00.8 W",NULL,2023-11-29,WQRN920,18211,2023-12-06
4526,"0010796876-MD-CF-New Cingular Wireless PCS, LLC Peterstown-VA--10915.00000-37-22-43.8 N-080-45-00.8 W-None-2023-11-29-WQRN920-18211-2023-12-06-",0010796876,MD,CF,"New Cingular Wireless PCS, LLC Peterstown",VA,NULL,10915.00000,"37-22-43.8 N","080-45-00.8 W",NULL,2023-11-29,WQRN920,18211,2023-12-06
4527,"0010791283-NE-CF-Cellco Partnership Walterboro-SC--11075.00000-32-50-38.5 N-080-38-43.0 W-None-2023-11-27-None-18211-2023-12-06-",0010791283,NE,CF,"Cellco Partnership Walterboro",SC,NULL,11075.00000,"32-50-38.5 N","080-38-43.0 W",NULL,2023-11-27,NULL,18211,2023-12-06
4528,"0010791283-NE-CF-Cellco Partnership Walterboro-SC--11155.00000-32-50-38.5 N-080-38-43.0 W-None-2023-11-27-None-18211-2023-12-06-",0010791283,NE,CF,"Cellco Partnership Walterboro",SC,NULL,11155.00000,"32-50-38.5 N","080-38-43.0 W",NULL,2023-11-27,NULL,18211,2023-12-06
4529,"0010791285-NE-CF-Cellco Partnership Walterboro-SC--11565.00000-32-50-10.9 N-080-35-27.5 W-None-2023-11-27-None-18211-2023-12-06-",0010791285,NE,CF,"Cellco Partnership Walterboro",SC,NULL,11565.00000,"32-50-10.9 N","080-35-27.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4530,"0010791285-NE-CF-Cellco Partnership Walterboro-SC--11645.00000-32-50-10.9 N-080-35-27.5 W-None-2023-11-27-None-18211-2023-12-06-",0010791285,NE,CF,"Cellco Partnership Walterboro",SC,NULL,11645.00000,"32-50-10.9 N","080-35-27.5 W",NULL,2023-11-27,NULL,18211,2023-12-06
4531,"0010791290-NE-CF-Cellco Partnership Elba-AL--11245.00000-31-31-07.9 N-086-05-04.4 W-None-2023-11-27-None-18211-2023-12-06-",0010791290,NE,CF,"Cellco Partnership Elba",AL,NULL,11245.00000,"31-31-07.9 N","086-05-04.4 W",NULL,2023-11-27,NULL,18211,2023-12-06
4532,"0010791290-NE-CF-Cellco Partnership Elba-AL--11325.00000-31-31-07.9 N-086-05-04.4 W-None-2023-11-27-None-18211-2023-12-06-",0010791290,NE,CF,"Cellco Partnership Elba",AL,NULL,11325.00000,"31-31-07.9 N","086-05-04.4 W",NULL,2023-11-27,NULL,18211,2023-12-06
4533,"0010791292-NE-CF-Cellco Partnership ELBA-AL--10755.00000-31-24-21.0 N-086-00-55.6 W-None-2023-11-27-None-18211-2023-12-06-",0010791292,NE,CF,"Cellco Partnership ELBA",AL,NULL,10755.00000,"31-24-21.0 N","086-00-55.6 W",NULL,2023-11-27,NULL,18211,2023-12-06
4534,"0010791292-NE-CF-Cellco Partnership ELBA-AL--10835.00000-31-24-21.0 N-086-00-55.6 W-None-2023-11-27-None-18211-2023-12-06-",0010791292,NE,CF,"Cellco Partnership ELBA",AL,NULL,10835.00000,"31-24-21.0 N","086-00-55.6 W",NULL,2023-11-27,NULL,18211,2023-12-06
4535,"0010792366-NE-CF-Qwest Corporation Klamath Falls-OR--05945.20000-42-00-06.0 N-121-38-07.0 W-None-2023-11-27-None-18211-2023-12-06-",0010792366,NE,CF,"Qwest Corporation Klamath Falls",OR,NULL,05945.20000,"42-00-06.0 N","121-38-07.0 W",NULL,2023-11-27,NULL,18211,2023-12-06
4536,"0010792386-NE-CF-Qwest Corporation Klamath Falls-OR--06197.24000-42-13-34.5 N-121-46-55.3 W-None-2023-11-27-None-18211-2023-12-06-",0010792386,NE,CF,"Qwest Corporation Klamath Falls",OR,NULL,06197.24000,"42-13-34.5 N","121-46-55.3 W",NULL,2023-11-27,NULL,18211,2023-12-06
4537,"0010792386-NE-CF-Qwest Corporation Klamath Falls-OR--10755.00000-42-13-34.5 N-121-46-55.3 W-None-2023-11-27-None-18211-2023-12-06-",0010792386,NE,CF,"Qwest Corporation Klamath Falls",OR,NULL,10755.00000,"42-13-34.5 N","121-46-55.3 W",NULL,2023-11-27,NULL,18211,2023-12-06
