id,unique_column_id,file_number,purpose,rsc,applicant_name,licensee_name,action_date,action,call_sign,report_number,d_o_r
2109,0010764717-AM-2023-11-30-G-WQSU505-18214-2023-12-06-,0010764717,AM,AF,"General Atomics - Aeronautical Systems Inc.",NULL,2023-11-30,G,WQSU505,18214,2023-12-06
2110,0010793724-CA-2023-11-29-G-KYU5-18214-2023-12-06-,0010793724,CA,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-29,G,KYU5,18214,2023-12-06
2111,0010708443-MD-2023-11-30-G-KUN2-18214-2023-12-06-,0010708443,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,KUN2,18214,2023-12-06
2112,0010708463-MD-2023-11-30-G-KPR2-18214-2023-12-06-,0010708463,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,KPR2,18214,2023-12-06
2113,0010708492-MD-2023-11-30-G-WQDR991-18214-2023-12-06-,0010708492,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,WQDR991,18214,2023-12-06
2114,0010708500-MD-2023-11-30-G-WQFV845-18214-2023-12-06-,0010708500,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,WQFV845,18214,2023-12-06
2115,0010708507-MD-2023-11-30-G-WQTI806-18214-2023-12-06-,0010708507,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,WQTI806,18214,2023-12-06
2116,0010708748-MD-2023-11-30-G-WQFV854-18214-2023-12-06-,0010708748,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,WQFV854,18214,2023-12-06
2117,0010709136-MD-2023-11-30-G-WQGC801-18214-2023-12-06-,0010709136,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,WQGC801,18214,2023-12-06
2118,0010709203-MD-2023-11-30-G-WQPS870-18214-2023-12-06-,0010709203,MD,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,WQPS870,18214,2023-12-06
2119,0010709215-NE-2023-11-30-G-WRZQ820-18214-2023-12-06-,0010709215,NE,AF,"Aviation Spectrum Resources Inc",NULL,2023-11-30,G,WRZQ820,18214,2023-12-06
2120,0010788585-NE-2023-11-27-G-WRZP641-18214-2023-12-06-,0010788585,NE,AF,"MAVERICK HELICOPTERS",NULL,2023-11-27,G,WRZP641,18214,2023-12-06
2121,0010766550-RO-2023-11-28-G-WQTH633-18214-2023-12-06-,0010766550,RO,AF,"Minnesota, State of",NULL,2023-11-28,G,WQTH633,18214,2023-12-06
2122,0010766554-RO-2023-11-28-G-WQTH663-18214-2023-12-06-,0010766554,RO,AF,"Minnesota, State of",NULL,2023-11-28,G,WQTH663,18214,2023-12-06
2123,0010769529-RO-2023-11-30-G-WQTH916-18214-2023-12-06-,0010769529,RO,AF,"Minnesota, State of",NULL,2023-11-30,G,WQTH916,18214,2023-12-06
2124,0010770529-RO-2023-11-30-G-WQSV850-18214-2023-12-06-,0010770529,RO,AF,"City of Marysville",NULL,2023-11-30,G,WQSV850,18214,2023-12-06
2125,0010557203-AM-2023-12-01-G-WRDZ461-18214-2023-12-06-,0010557203,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WRDZ461,18214,2023-12-06
2126,0010594031-AM-2023-11-27-G-WQEP358-18214-2023-12-06-,0010594031,AM,CF,"NE Colorado Cellular, Inc.",NULL,2023-11-27,G,WQEP358,18214,2023-12-06
2127,0010622936-AM-2023-12-01-G-WQWS610-18214-2023-12-06-,0010622936,AM,CF,"NE COLORADO CELLULAR, INC.",NULL,2023-12-01,G,WQWS610,18214,2023-12-06
2128,0010622943-AM-2023-11-27-G-WPZA752-18214-2023-12-06-,0010622943,AM,CF,"NE Colorado Cellular, Inc.",NULL,2023-11-27,G,WPZA752,18214,2023-12-06
2129,0010634225-AM-2023-11-29-G-WQEG396-18214-2023-12-06-,0010634225,AM,CF,"NE Colorado Cellular, Inc.",NULL,2023-11-29,G,WQEG396,18214,2023-12-06
2130,0010641698-AM-2023-11-27-G-WQCF236-18214-2023-12-06-,0010641698,AM,CF,"NE Colorado Cellular, Inc.",NULL,2023-11-27,G,WQCF236,18214,2023-12-06
2131,0010643549-AM-2023-11-27-G-WQRQ323-18214-2023-12-06-,0010643549,AM,CF,"Cellco Partnership",NULL,2023-11-27,G,WQRQ323,18214,2023-12-06
2132,0010643609-AM-2023-11-27-G-WQRQ322-18214-2023-12-06-,0010643609,AM,CF,"Cellco Partnership",NULL,2023-11-27,G,WQRQ322,18214,2023-12-06
2133,0010652125-AM-2023-12-01-G-WQWJ384-18214-2023-12-06-,0010652125,AM,CF,"Essex Telcom, Inc.",NULL,2023-12-01,G,WQWJ384,18214,2023-12-06
2134,0010661166-AM-2023-11-30-G-WRHV354-18214-2023-12-06-,0010661166,AM,CF,"AirCanopy Internet Services, Inc.",NULL,2023-11-30,G,WRHV354,18214,2023-12-06
2135,0010667860-AM-2023-11-27-G-WQXH598-18214-2023-12-06-,0010667860,AM,CF,"StarTouch, Inc.",NULL,2023-11-27,G,WQXH598,18214,2023-12-06
2136,0010671349-AM-2023-12-01-G-WQWA478-18214-2023-12-06-,0010671349,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WQWA478,18214,2023-12-06
2137,0010671951-AM-2023-11-28-G-WQWC920-18214-2023-12-06-,0010671951,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQWC920,18214,2023-12-06
2138,0010679627-AM-2023-11-27-G-WRYN694-18214-2023-12-06-,0010679627,AM,CF,"StarTouch, Inc.",NULL,2023-11-27,G,WRYN694,18214,2023-12-06
2139,0010681161-AM-2023-11-28-G-WQWC886-18214-2023-12-06-,0010681161,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQWC886,18214,2023-12-06
2140,0010681211-AM-2023-11-28-G-WQVM835-18214-2023-12-06-,0010681211,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQVM835,18214,2023-12-06
2141,0010681220-AM-2023-11-28-G-WQVM930-18214-2023-12-06-,0010681220,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQVM930,18214,2023-12-06
2142,0010681258-AM-2023-11-28-G-WQWC775-18214-2023-12-06-,0010681258,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQWC775,18214,2023-12-06
2143,0010683899-AM-2023-11-29-G-WQEV293-18214-2023-12-06-,0010683899,AM,CF,"Nextera Wireless",NULL,2023-11-29,G,WQEV293,18214,2023-12-06
2144,0010687216-AM-2023-11-27-G-WQXX331-18214-2023-12-06-,0010687216,AM,CF,"NE COLORADO CELLULAR, INC.",NULL,2023-11-27,G,WQXX331,18214,2023-12-06
2145,0010699855-AM-2023-11-28-G-WQWH939-18214-2023-12-06-,0010699855,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQWH939,18214,2023-12-06
2146,0010700884-AM-2023-11-28-G-WRZQ489-18214-2023-12-06-,0010700884,AM,CF,"Plateau Telecommunications, Inc.",NULL,2023-11-28,G,WRZQ489,18214,2023-12-06
2147,0010700890-AM-2023-11-28-G-WRMY811-18214-2023-12-06-,0010700890,AM,CF,"Plateau Telecommunications, Inc.",NULL,2023-11-28,G,WRMY811,18214,2023-12-06
2148,0010701298-AM-2023-11-27-G-WQWD733-18214-2023-12-06-,0010701298,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-27,G,WQWD733,18214,2023-12-06
2149,0010705483-AM-2023-11-27-G-WQWD205-18214-2023-12-06-,0010705483,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-27,G,WQWD205,18214,2023-12-06
2150,0010707573-AM-2023-11-30-G-WRZQ832-18214-2023-12-06-,0010707573,AM,CF,"Cellco Partnership",NULL,2023-11-30,G,WRZQ832,18214,2023-12-06
2151,0010713283-AM-2023-11-28-G-WQWF311-18214-2023-12-06-,0010713283,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQWF311,18214,2023-12-06
2152,0010713304-AM-2023-11-28-G-WQWF312-18214-2023-12-06-,0010713304,AM,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-28,G,WQWF312,18214,2023-12-06
2153,0010715847-AM-2023-12-01-G-WPUG339-18214-2023-12-06-,0010715847,AM,CF,"W.A.T.C.H. TV Company",NULL,2023-12-01,G,WPUG339,18214,2023-12-06
2154,0010792872-CA-2023-11-28-G-WQUN676-18214-2023-12-06-,0010792872,CA,CF,"Cellco Partnership",NULL,2023-11-28,G,WQUN676,18214,2023-12-06
2155,0010792878-CA-2023-11-28-G-WQUL637-18214-2023-12-06-,0010792878,CA,CF,"Cellco Partnership",NULL,2023-11-28,G,WQUL637,18214,2023-12-06
2156,0010793015-CA-2023-11-28-G-WQSC422-18214-2023-12-06-,0010793015,CA,CF,"High Desert Internet Services",NULL,2023-11-28,G,WQSC422,18214,2023-12-06
2157,0010793231-CA-2023-11-29-G-WRWP567-18214-2023-12-06-,0010793231,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRWP567,18214,2023-12-06
2158,0010793232-CA-2023-11-29-G-WQRW702-18214-2023-12-06-,0010793232,CA,CF,"SprintCom LLC",NULL,2023-11-29,G,WQRW702,18214,2023-12-06
2159,0010793237-CA-2023-11-29-G-WRMP319-18214-2023-12-06-,0010793237,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRMP319,18214,2023-12-06
2160,0010793239-CA-2023-11-29-G-WRVC353-18214-2023-12-06-,0010793239,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRVC353,18214,2023-12-06
2161,0010793248-CA-2023-11-29-G-WRVC354-18214-2023-12-06-,0010793248,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRVC354,18214,2023-12-06
2162,0010793251-CA-2023-11-29-G-WRWC793-18214-2023-12-06-,0010793251,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRWC793,18214,2023-12-06
2163,0010793286-CA-2023-11-29-G-WQXV724-18214-2023-12-06-,0010793286,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WQXV724,18214,2023-12-06
2164,0010793306-CA-2023-11-29-G-WRYM848-18214-2023-12-06-,0010793306,CA,CF,"T-Mobile License LLC",NULL,2023-11-29,G,WRYM848,18214,2023-12-06
2165,0010793317-CA-2023-11-29-G-WRVR878-18214-2023-12-06-,0010793317,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRVR878,18214,2023-12-06
2166,0010793323-CA-2023-11-29-G-WRYM841-18214-2023-12-06-,0010793323,CA,CF,"T-Mobile License LLC",NULL,2023-11-29,G,WRYM841,18214,2023-12-06
2167,0010793327-CA-2023-11-29-G-WRYM846-18214-2023-12-06-,0010793327,CA,CF,"T-Mobile License LLC",NULL,2023-11-29,G,WRYM846,18214,2023-12-06
2168,0010793331-CA-2023-11-29-G-WRJN498-18214-2023-12-06-,0010793331,CA,CF,"SprintCom LLC",NULL,2023-11-29,G,WRJN498,18214,2023-12-06
2169,0010793337-CA-2023-11-29-G-WQXV732-18214-2023-12-06-,0010793337,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WQXV732,18214,2023-12-06
2170,0010793340-CA-2023-11-29-G-WRWC786-18214-2023-12-06-,0010793340,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRWC786,18214,2023-12-06
2171,0010793347-CA-2023-11-29-G-WRYM842-18214-2023-12-06-,0010793347,CA,CF,"T-Mobile License LLC",NULL,2023-11-29,G,WRYM842,18214,2023-12-06
2172,0010793374-CA-2023-11-29-G-WRUB502-18214-2023-12-06-,0010793374,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRUB502,18214,2023-12-06
2173,0010793377-CA-2023-11-29-G-WRPP212-18214-2023-12-06-,0010793377,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRPP212,18214,2023-12-06
2174,0010793638-CA-2023-11-29-G-WQOC797-18214-2023-12-06-,0010793638,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQOC797,18214,2023-12-06
2175,0010793639-CA-2023-11-29-G-WQLY333-18214-2023-12-06-,0010793639,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQLY333,18214,2023-12-06
2176,0010793641-CA-2023-11-29-G-WRCV708-18214-2023-12-06-,0010793641,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WRCV708,18214,2023-12-06
2177,0010793642-CA-2023-11-29-G-WQOC794-18214-2023-12-06-,0010793642,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQOC794,18214,2023-12-06
2178,0010793643-CA-2023-11-29-G-WMQ834-18214-2023-12-06-,0010793643,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WMQ834,18214,2023-12-06
2179,0010793644-CA-2023-11-29-G-WQOC796-18214-2023-12-06-,0010793644,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQOC796,18214,2023-12-06
2180,0010793645-CA-2023-11-29-G-WQOC795-18214-2023-12-06-,0010793645,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQOC795,18214,2023-12-06
2181,0010793646-CA-2023-11-29-G-WQZI334-18214-2023-12-06-,0010793646,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQZI334,18214,2023-12-06
2182,0010793648-CA-2023-11-29-G-WRDM437-18214-2023-12-06-,0010793648,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WRDM437,18214,2023-12-06
2183,0010793650-CA-2023-11-29-G-WQXR431-18214-2023-12-06-,0010793650,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQXR431,18214,2023-12-06
2184,0010793651-CA-2023-11-29-G-WQQI947-18214-2023-12-06-,0010793651,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQQI947,18214,2023-12-06
2185,0010793653-CA-2023-11-29-G-WRCE551-18214-2023-12-06-,0010793653,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WRCE551,18214,2023-12-06
2186,0010793654-CA-2023-11-29-G-WRCE550-18214-2023-12-06-,0010793654,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WRCE550,18214,2023-12-06
2187,0010793655-CA-2023-11-29-G-WRER886-18214-2023-12-06-,0010793655,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WRER886,18214,2023-12-06
2188,0010793657-CA-2023-11-29-G-WRCX264-18214-2023-12-06-,0010793657,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WRCX264,18214,2023-12-06
2189,0010793661-CA-2023-11-29-G-WQVD706-18214-2023-12-06-,0010793661,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQVD706,18214,2023-12-06
2190,0010793667-CA-2023-11-29-G-WQYF445-18214-2023-12-06-,0010793667,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQYF445,18214,2023-12-06
2191,0010793676-CA-2023-11-29-G-WQKM444-18214-2023-12-06-,0010793676,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQKM444,18214,2023-12-06
2192,0010793677-CA-2023-11-29-G-WQLY393-18214-2023-12-06-,0010793677,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQLY393,18214,2023-12-06
2193,0010793679-CA-2023-11-29-G-WQVW808-18214-2023-12-06-,0010793679,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQVW808,18214,2023-12-06
2194,0010793681-CA-2023-11-29-G-WQTR419-18214-2023-12-06-,0010793681,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQTR419,18214,2023-12-06
2195,0010793683-CA-2023-11-29-G-WQWF792-18214-2023-12-06-,0010793683,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQWF792,18214,2023-12-06
2196,0010793946-CA-2023-11-29-G-WQXS778-18214-2023-12-06-,0010793946,CA,CF,"NEW CINGULAR WIRELESS PCS, LLC",NULL,2023-11-29,G,WQXS778,18214,2023-12-06
2197,0010794026-CA-2023-11-29-G-WRVN414-18214-2023-12-06-,0010794026,CA,CF,"AT&T Mobility Spectrum, LLC",NULL,2023-11-29,G,WRVN414,18214,2023-12-06
2198,0010794084-CA-2023-11-29-G-WRVN413-18214-2023-12-06-,0010794084,CA,CF,"AT&T Mobility Spectrum, LLC",NULL,2023-11-29,G,WRVN413,18214,2023-12-06
2199,0010794228-CA-2023-11-29-G-WQLN798-18214-2023-12-06-,0010794228,CA,CF,"Clearwire Spectrum Holdings III LLC",NULL,2023-11-29,G,WQLN798,18214,2023-12-06
2200,0010794231-CA-2023-11-29-G-WQLV299-18214-2023-12-06-,0010794231,CA,CF,"Clearwire Spectrum Holdings III LLC",NULL,2023-11-29,G,WQLV299,18214,2023-12-06
2201,0010794235-CA-2023-11-29-G-WQMB658-18214-2023-12-06-,0010794235,CA,CF,"Clearwire Spectrum Holdings III LLC",NULL,2023-11-29,G,WQMB658,18214,2023-12-06
2202,0010794244-CA-2023-11-29-G-WQMB670-18214-2023-12-06-,0010794244,CA,CF,"Clearwire Spectrum Holdings III LLC",NULL,2023-11-29,G,WQMB670,18214,2023-12-06
2203,0010794322-CA-2023-11-29-G-WRTE358-18214-2023-12-06-,0010794322,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRTE358,18214,2023-12-06
2204,0010794324-CA-2023-11-29-G-WRTE714-18214-2023-12-06-,0010794324,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRTE714,18214,2023-12-06
2205,0010794326-CA-2023-11-29-G-WRTE715-18214-2023-12-06-,0010794326,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-29,G,WRTE715,18214,2023-12-06
2206,0010794328-CA-2023-11-29-G-WRTG613-18214-2023-12-06-,0010794328,CA,CF,"SprintCom LLC",NULL,2023-11-29,G,WRTG613,18214,2023-12-06
2207,0010794329-CA-2023-11-29-G-WRTG612-18214-2023-12-06-,0010794329,CA,CF,"SprintCom LLC",NULL,2023-11-29,G,WRTG612,18214,2023-12-06
2208,0010794859-CA-2023-11-29-G-WRWE978-18214-2023-12-06-,0010794859,CA,CF,"AT&T Mobility Spectrum LLC",NULL,2023-11-29,G,WRWE978,18214,2023-12-06
2209,0010794883-CA-2023-11-29-G-WQTL503-18214-2023-12-06-,0010794883,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQTL503,18214,2023-12-06
2210,0010794886-CA-2023-11-29-G-WQTL504-18214-2023-12-06-,0010794886,CA,CF,"Cellco Partnership",NULL,2023-11-29,G,WQTL504,18214,2023-12-06
2211,0010794916-CA-2023-11-29-G-WRWE977-18214-2023-12-06-,0010794916,CA,CF,"AT&T Mobility Spectrum LLC",NULL,2023-11-29,G,WRWE977,18214,2023-12-06
2212,0010796645-CA-2023-11-30-G-WRTM846-18214-2023-12-06-,0010796645,CA,CF,"AT&T Mobility Spectrum, LLC",NULL,2023-11-30,G,WRTM846,18214,2023-12-06
2213,0010796646-CA-2023-11-30-G-WRTM847-18214-2023-12-06-,0010796646,CA,CF,"AT&T Mobility Spectrum, LLC",NULL,2023-11-30,G,WRTM847,18214,2023-12-06
2214,0010797685-CA-2023-12-01-G-WQNP880-18214-2023-12-06-,0010797685,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQNP880,18214,2023-12-06
2215,0010797686-CA-2023-12-01-G-WQNP882-18214-2023-12-06-,0010797686,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQNP882,18214,2023-12-06
2216,0010797687-CA-2023-12-01-G-WQOK753-18214-2023-12-06-,0010797687,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOK753,18214,2023-12-06
2217,0010797688-CA-2023-12-01-G-WQOC516-18214-2023-12-06-,0010797688,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOC516,18214,2023-12-06
2218,0010797689-CA-2023-12-01-G-WQKM421-18214-2023-12-06-,0010797689,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQKM421,18214,2023-12-06
2219,0010797690-CA-2023-12-01-G-WQKM443-18214-2023-12-06-,0010797690,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQKM443,18214,2023-12-06
2220,0010797691-CA-2023-12-01-G-WQOC772-18214-2023-12-06-,0010797691,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOC772,18214,2023-12-06
2221,0010797692-CA-2023-12-01-G-WQTX685-18214-2023-12-06-,0010797692,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQTX685,18214,2023-12-06
2222,0010797693-CA-2023-12-01-G-WQWF782-18214-2023-12-06-,0010797693,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQWF782,18214,2023-12-06
2223,0010797694-CA-2023-12-01-G-WQOC960-18214-2023-12-06-,0010797694,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOC960,18214,2023-12-06
2224,0010797695-CA-2023-12-01-G-WQOC958-18214-2023-12-06-,0010797695,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOC958,18214,2023-12-06
2225,0010797696-CA-2023-12-01-G-WQOC961-18214-2023-12-06-,0010797696,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOC961,18214,2023-12-06
2226,0010797697-CA-2023-12-01-G-WQTR363-18214-2023-12-06-,0010797697,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQTR363,18214,2023-12-06
2227,0010797698-CA-2023-12-01-G-WQTR375-18214-2023-12-06-,0010797698,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQTR375,18214,2023-12-06
2228,0010797705-CA-2023-12-01-G-WQUX775-18214-2023-12-06-,0010797705,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQUX775,18214,2023-12-06
2229,0010797706-CA-2023-12-01-G-WQUX776-18214-2023-12-06-,0010797706,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQUX776,18214,2023-12-06
2230,0010797707-CA-2023-12-01-G-WQQY361-18214-2023-12-06-,0010797707,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQQY361,18214,2023-12-06
2231,0010797708-CA-2023-12-01-G-WQQY362-18214-2023-12-06-,0010797708,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQQY362,18214,2023-12-06
2232,0010797709-CA-2023-12-01-G-WQOD843-18214-2023-12-06-,0010797709,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOD843,18214,2023-12-06
2233,0010797711-CA-2023-12-01-G-WQTH874-18214-2023-12-06-,0010797711,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQTH874,18214,2023-12-06
2234,0010797712-CA-2023-12-01-G-WQEM904-18214-2023-12-06-,0010797712,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQEM904,18214,2023-12-06
2235,0010797713-CA-2023-12-01-G-WMN429-18214-2023-12-06-,0010797713,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WMN429,18214,2023-12-06
2236,0010797714-CA-2023-12-01-G-WQOD204-18214-2023-12-06-,0010797714,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQOD204,18214,2023-12-06
2237,0010797715-CA-2023-12-01-G-WQTL382-18214-2023-12-06-,0010797715,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQTL382,18214,2023-12-06
2238,0010797716-CA-2023-12-01-G-WQTL383-18214-2023-12-06-,0010797716,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQTL383,18214,2023-12-06
2239,0010797717-CA-2023-12-01-G-WQTL384-18214-2023-12-06-,0010797717,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WQTL384,18214,2023-12-06
2240,0010797720-CA-2023-12-01-G-WMM433-18214-2023-12-06-,0010797720,CA,CF,"Cellco Partnership",NULL,2023-12-01,G,WMM433,18214,2023-12-06
2241,0010798137-CA-2023-12-01-G-WQWY480-18214-2023-12-06-,0010798137,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WQWY480,18214,2023-12-06
2242,0010798702-CA-2023-12-01-G-WRTG596-18214-2023-12-06-,0010798702,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WRTG596,18214,2023-12-06
2243,0010798703-CA-2023-12-01-G-WRTG598-18214-2023-12-06-,0010798703,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WRTG598,18214,2023-12-06
2244,0010798706-CA-2023-12-01-G-WRTG580-18214-2023-12-06-,0010798706,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WRTG580,18214,2023-12-06
2245,0010798710-CA-2023-12-01-G-WRTG582-18214-2023-12-06-,0010798710,CA,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WRTG582,18214,2023-12-06
2246,0010799295-CA-2023-12-02-G-WQTB422-18214-2023-12-06-,0010799295,CA,CF,"SprintCom LLC",NULL,2023-12-02,G,WQTB422,18214,2023-12-06
2247,0010799299-CA-2023-12-02-G-WQTB507-18214-2023-12-06-,0010799299,CA,CF,"Sprint Spectrum LLC",NULL,2023-12-02,G,WQTB507,18214,2023-12-06
2248,0010799300-CA-2023-12-02-G-WQTB516-18214-2023-12-06-,0010799300,CA,CF,"Sprint Spectrum LLC",NULL,2023-12-02,G,WQTB516,18214,2023-12-06
2249,0010799302-CA-2023-12-02-G-WQTB518-18214-2023-12-06-,0010799302,CA,CF,"Sprint Spectrum LLC",NULL,2023-12-02,G,WQTB518,18214,2023-12-06
2250,0010799306-CA-2023-12-02-G-WQTB782-18214-2023-12-06-,0010799306,CA,CF,"Sprint Spectrum LLC",NULL,2023-12-02,G,WQTB782,18214,2023-12-06
2251,0010800112-CA-2023-12-02-G-WQQW443-18214-2023-12-06-,0010800112,CA,CF,"New Cingular Wireless PCS, LLC",NULL,2023-12-02,G,WQQW443,18214,2023-12-06
2252,0010800164-CA-2023-12-02-G-WRDP400-18214-2023-12-06-,0010800164,CA,CF,"AT&T Mobility Spectrum, LLC",NULL,2023-12-02,G,WRDP400,18214,2023-12-06
2253,0010671934-MD-2023-12-01-G-WRCT508-18214-2023-12-06-,0010671934,MD,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WRCT508,18214,2023-12-06
2254,0010671949-MD-2023-12-01-G-WPOS874-18214-2023-12-06-,0010671949,MD,CF,"T-Mobile License LLC",NULL,2023-12-01,G,WPOS874,18214,2023-12-06
2255,0010678741-MD-2023-12-01-G-WRYM372-18214-2023-12-06-,0010678741,MD,CF,"T-Mobile License LLC",NULL,2023-12-01,G,WRYM372,18214,2023-12-06
2256,0010678756-MD-2023-12-01-G-WQWJ564-18214-2023-12-06-,0010678756,MD,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WQWJ564,18214,2023-12-06
2257,0010678764-MD-2023-12-01-G-WQWJ567-18214-2023-12-06-,0010678764,MD,CF,"T-MOBILE LICENSE LLC",NULL,2023-12-01,G,WQWJ567,18214,2023-12-06
2258,0010678785-MD-2023-11-30-G-WQFK607-18214-2023-12-06-,0010678785,MD,CF,"T-MOBILE LICENSE LLC",NULL,2023-11-30,G,WQFK607,18214,2023-12-06
2259,0010682930-MD-2023-11-27-G-WQJX768-18214-2023-12-06-,0010682930,MD,CF,"The Alaska Wireless Network, LLC",NULL,2023-11-27,G,WQJX768,18214,2023-12-06
2260,0010683162-MD-2023-11-27-G-WQIQ578-18214-2023-12-06-,0010683162,MD,CF,"The Alaska Wireless Network, LLC",NULL,2023-11-27,G,WQIQ578,18214,2023-12-06
2261,0010684175-MD-2023-11-29-G-WQNT284-18214-2023-12-06-,0010684175,MD,CF,"Nextera Wireless, Inc",NULL,2023-11-29,G,WQNT284,18214,2023-12-06
